AssignmentId,PersonId,ProjectId,ProjectRole,StartDate,EndDate,AllocationPercent,ContributionResult
AS0345,P072,PJ052,データエンジニア,2026-01-12,2026-12-02,80,目標達成
AS0346,P101,PJ052,インフラエンジニア,2026-01-12,2026-12-02,50,課題あり
AS0347,P182,PJ052,業務コンサルタント,2026-01-12,2026-12-02,30,目標達成
AS0348,P073,PJ052,AIエンジニア,2026-01-12,2026-12-02,80,目標達成
AS0349,P163,PJ052,アーキテクト,2026-01-12,2026-12-02,30,目標達成
AS0350,P086,PJ052,PM,2026-01-12,2026-12-02,30,高評価
AS0351,P037,PJ052,品質管理,2026-01-12,2026-12-02,30,高評価
AS0352,P095,PJ052,アプリ開発,2026-01-12,2026-12-02,80,高評価
AS0353,P069,PJ041,データエンジニア,2026-01-16,2027-05-10,80,高評価
AS0354,P090,PJ041,品質管理,2026-01-16,2027-05-10,20,高評価
AS0355,P007,PJ041,PM,2026-01-16,2027-05-10,30,課題あり
AS0356,P053,PJ041,アーキテクト,2026-01-16,2027-05-10,30,目標達成
AS0357,P029,PJ041,業務コンサルタント,2026-01-16,2027-05-10,20,課題あり
AS0358,P175,PJ041,インフラエンジニア,2026-01-16,2027-05-10,30,目標達成
AS0359,P144,PJ046,品質管理,2026-01-16,2027-06-30,20,課題あり
AS0360,P154,PJ046,アプリ開発,2026-01-16,2027-06-30,80,目標達成
AS0361,P175,PJ046,インフラエンジニア,2026-01-16,2027-06-30,50,目標達成
AS0362,P105,PJ046,AIエンジニア,2026-01-16,2027-06-30,80,目標達成
AS0363,P160,PJ046,業務コンサルタント,2026-01-16,2027-06-30,50,課題あり
AS0364,P093,PJ046,アーキテクト,2026-01-16,2027-06-30,30,目標達成
AS0365,P180,PJ046,PM,2026-01-16,2027-06-30,30,目標達成
AS0366,P074,PJ053,インフラエンジニア,2026-01-16,2026-11-09,20,高評価
AS0367,P025,PJ053,アプリ開発,2026-01-16,2026-11-09,80,高評価
AS0368,P027,PJ053,AIエンジニア,2026-01-16,2026-11-09,80,課題あり
AS0369,P052,PJ057,データエンジニア,2026-01-19,2027-01-16,80,課題あり
AS0370,P062,PJ057,品質管理,2026-01-19,2027-01-16,30,高評価
AS0371,P041,PJ057,PM,2026-01-19,2027-01-16,50,目標達成
AS0372,P059,PJ057,業務コンサルタント,2026-01-19,2027-01-16,50,課題あり
AS0373,P103,PJ060,品質管理,2026-01-24,2026-11-06,30,高評価
AS0374,P086,PJ060,アーキテクト,2026-01-24,2026-11-06,30,高評価
AS0375,P190,PJ060,インフラエンジニア,2026-01-24,2026-11-06,20,目標達成
AS0376,P188,PJ078,アーキテクト,2026-02-02,2027-04-03,20,高評価
AS0377,P183,PJ078,品質管理,2026-02-02,2027-04-03,50,目標達成
AS0378,P176,PJ078,業務コンサルタント,2026-02-02,2027-04-03,20,目標達成
AS0379,P153,PJ078,データエンジニア,2026-02-02,2027-04-03,80,目標達成
AS0380,P055,PJ078,PM,2026-02-02,2027-04-03,50,目標達成
AS0381,P050,PJ078,インフラエンジニア,2026-02-02,2027-04-03,30,高評価
AS0382,P005,PJ070,品質管理,2026-02-15,2027-01-23,30,高評価
AS0383,P123,PJ070,インフラエンジニア,2026-02-15,2027-01-23,20,課題あり
AS0384,P033,PJ070,PM,2026-02-15,2027-01-23,20,目標達成
AS0385,P137,PJ070,業務コンサルタント,2026-02-15,2027-01-23,20,目標達成
AS0386,P188,PJ070,アーキテクト,2026-02-15,2027-01-23,50,目標達成
AS0387,P057,PJ043,インフラエンジニア,2026-02-16,2027-06-09,50,課題あり
AS0388,P197,PJ043,アーキテクト,2026-02-16,2027-06-09,50,目標達成
AS0389,P060,PJ043,アプリ開発,2026-02-16,2027-06-09,80,目標達成
AS0390,P026,PJ043,品質管理,2026-02-16,2027-06-09,30,課題あり
AS0391,P121,PJ066,インフラエンジニア,2026-02-20,2027-02-04,30,高評価
AS0392,P184,PJ066,品質管理,2026-02-20,2027-02-04,50,目標達成
AS0393,P174,PJ066,PM,2026-02-20,2027-02-04,20,目標達成
AS0394,P116,PJ066,データエンジニア,2026-02-20,2027-02-04,80,高評価
AS0395,P051,PJ042,インフラエンジニア,2026-02-24,2027-06-01,20,高評価
AS0396,P174,PJ042,PM,2026-02-24,2027-06-01,20,目標達成
AS0397,P050,PJ042,品質管理,2026-02-24,2027-06-01,20,課題あり
AS0398,P079,PJ061,アーキテクト,2026-03-03,2026-12-27,30,目標達成
AS0399,P102,PJ061,アプリ開発,2026-03-03,2026-12-27,80,目標達成
AS0400,P014,PJ061,データエンジニア,2026-03-03,2026-12-27,80,高評価
AS0401,P174,PJ061,PM,2026-03-03,2026-12-27,30,課題あり
AS0402,P074,PJ061,品質管理,2026-03-03,2026-12-27,30,目標達成
AS0403,P026,PJ061,インフラエンジニア,2026-03-03,2026-12-27,30,目標達成
AS0404,P170,PJ059,PM,2026-03-06,2026-11-26,30,高評価
AS0405,P054,PJ059,業務コンサルタント,2026-03-06,2026-11-26,50,目標達成
AS0406,P002,PJ059,品質管理,2026-03-06,2026-11-26,50,目標達成
AS0407,P195,PJ059,アーキテクト,2026-03-06,2026-11-26,50,目標達成
AS0408,P046,PJ059,AIエンジニア,2026-03-06,2026-11-26,80,目標達成
AS0409,P137,PJ059,インフラエンジニア,2026-03-06,2026-11-26,50,目標達成
AS0410,P080,PJ072,データエンジニア,2026-03-28,2027-05-26,80,目標達成
AS0411,P019,PJ072,品質管理,2026-03-28,2027-05-26,50,目標達成
AS0412,P138,PJ072,インフラエンジニア,2026-03-28,2027-05-26,50,目標達成
AS0413,P012,PJ072,業務コンサルタント,2026-03-28,2027-05-26,30,目標達成
AS0414,P001,PJ058,PM,2026-04-02,2026-11-03,20,高評価
AS0415,P058,PJ058,品質管理,2026-04-02,2026-11-03,50,目標達成
AS0416,P084,PJ058,インフラエンジニア,2026-04-02,2026-11-03,30,課題あり
AS0417,P193,PJ058,アプリ開発,2026-04-02,2026-11-03,80,高評価
AS0418,P017,PJ058,アーキテクト,2026-04-02,2026-11-03,30,課題あり
AS0419,P100,PJ058,データエンジニア,2026-04-02,2026-11-03,80,高評価
AS0420,P115,PJ058,業務コンサルタント,2026-04-02,2026-11-03,50,目標達成
AS0421,P122,PJ058,AIエンジニア,2026-04-02,2026-11-03,80,目標達成
AS0422,P097,PJ047,業務コンサルタント,2026-04-11,2027-02-12,50,高評価
AS0423,P094,PJ047,PM,2026-04-11,2027-02-12,50,目標達成
AS0424,P079,PJ047,アーキテクト,2026-04-11,2027-02-12,20,目標達成
AS0425,P135,PJ047,AIエンジニア,2026-04-11,2027-02-12,80,目標達成
AS0426,P037,PJ047,品質管理,2026-04-11,2027-02-12,30,課題あり
AS0427,P070,PJ047,インフラエンジニア,2026-04-11,2027-02-12,50,高評価
AS0428,P194,PJ065,アプリ開発,2026-06-04,2026-12-14,80,高評価
AS0429,P053,PJ065,インフラエンジニア,2026-06-04,2026-12-14,20,目標達成
AS0430,P093,PJ065,アーキテクト,2026-06-04,2026-12-14,20,目標達成
AS0431,P115,PJ055,品質管理,2026-06-12,2026-11-30,20,高評価
AS0432,P140,PJ055,業務コンサルタント,2026-06-12,2026-11-30,50,課題あり
AS0433,P085,PJ055,PM,2026-06-12,2026-11-30,30,目標達成
AS0434,P167,PJ055,アーキテクト,2026-06-12,2026-11-30,50,高評価
AS0435,P144,PJ074,アーキテクト,2026-06-13,2026-12-13,20,目標達成
AS0436,P186,PJ074,業務コンサルタント,2026-06-13,2026-12-13,20,目標達成
AS0437,P034,PJ074,PM,2026-06-13,2026-12-13,30,高評価
AS0438,P023,PJ074,品質管理,2026-06-13,2026-12-13,50,高評価
AS0439,P167,PJ062,PM,2026-06-17,2027-04-05,20,課題あり
AS0440,P140,PJ062,品質管理,2026-06-17,2027-04-05,30,目標達成
AS0441,P071,PJ062,AIエンジニア,2026-06-17,2027-04-05,80,目標達成
AS0442,P178,PJ062,アプリ開発,2026-06-17,2027-04-05,80,目標達成
AS0443,P035,PJ062,アーキテクト,2026-06-17,2027-04-05,50,目標達成
AS0444,P032,PJ062,業務コンサルタント,2026-06-17,2027-04-05,30,高評価
AS0445,P009,PJ051,品質管理,2026-06-18,2026-12-25,30,課題あり
AS0446,P068,PJ051,AIエンジニア,2026-06-18,2026-12-25,80,目標達成
AS0447,P093,PJ051,インフラエンジニア,2026-06-18,2026-12-25,20,目標達成
AS0448,P051,PJ051,アーキテクト,2026-06-18,2026-12-25,50,課題あり
AS0449,P024,PJ051,データエンジニア,2026-06-18,2026-12-25,80,高評価
AS0450,P007,PJ051,PM,2026-06-18,2026-12-25,20,目標達成
AS0451,P181,PJ051,業務コンサルタント,2026-06-18,2026-12-25,50,目標達成
AS0452,P196,PJ049,インフラエンジニア,2026-06-20,2027-05-09,30,目標達成
AS0453,P065,PJ049,PM,2026-06-20,2027-05-09,50,目標達成
AS0454,P003,PJ092,品質管理,2026-08-23,2027-04-13,20,高評価
AS0455,P144,PJ092,アーキテクト,2026-08-23,2027-04-13,20,目標達成
AS0456,P176,PJ092,業務コンサルタント,2026-08-23,2027-04-13,30,高評価
AS0457,P134,PJ087,品質管理,2026-09-04,2027-04-19,50,目標達成
AS0458,P012,PJ087,アーキテクト,2026-09-04,2027-04-19,30,目標達成
AS0459,P180,PJ087,インフラエンジニア,2026-09-04,2027-04-19,20,目標達成
AS0460,P098,PJ087,アプリ開発,2026-09-04,2027-04-19,80,課題あり
AS0461,P173,PJ087,業務コンサルタント,2026-09-04,2027-04-19,20,目標達成
AS0462,P148,PJ083,アーキテクト,2026-09-08,2027-09-12,50,目標達成
AS0463,P113,PJ083,業務コンサルタント,2026-09-08,2027-09-12,20,課題あり
AS0464,P163,PJ083,インフラエンジニア,2026-09-08,2027-09-12,30,目標達成
AS0465,P018,PJ083,品質管理,2026-09-08,2027-09-12,30,目標達成
AS0466,P044,PJ083,アプリ開発,2026-09-08,2027-09-12,80,目標達成
AS0467,P165,PJ083,データエンジニア,2026-09-08,2027-09-12,80,課題あり
AS0468,P065,PJ084,アーキテクト,2026-09-12,2027-06-24,20,目標達成
AS0469,P133,PJ084,品質管理,2026-09-12,2027-06-24,50,高評価
AS0470,P186,PJ084,インフラエンジニア,2026-09-12,2027-06-24,50,課題あり
AS0471,P032,PJ084,業務コンサルタント,2026-09-12,2027-06-24,30,目標達成
AS0472,P170,PJ084,PM,2026-09-12,2027-06-24,20,目標達成
AS0473,P166,PJ086,AIエンジニア,2026-09-18,2027-10-06,80,目標達成
AS0474,P074,PJ086,業務コンサルタント,2026-09-18,2027-10-06,20,高評価
AS0475,P185,PJ086,PM,2026-09-18,2027-10-06,30,課題あり
AS0476,P022,PJ086,品質管理,2026-09-18,2027-10-06,50,目標達成
AS0477,P053,PJ086,アーキテクト,2026-09-18,2027-10-06,20,課題あり
AS0478,P112,PJ091,PM,2026-09-18,2027-05-02,20,高評価
AS0479,P117,PJ091,インフラエンジニア,2026-09-18,2027-05-02,50,目標達成
AS0480,P003,PJ091,品質管理,2026-09-18,2027-05-02,50,課題あり
AS0481,P103,PJ081,品質管理,2026-09-25,2027-02-28,20,目標達成
AS0482,P141,PJ081,インフラエンジニア,2026-09-25,2027-02-28,50,高評価
AS0483,P009,PJ081,業務コンサルタント,2026-09-25,2027-02-28,20,高評価
AS0484,P185,PJ081,PM,2026-09-25,2027-02-28,20,目標達成
AS0485,P159,PJ082,PM,2026-09-25,2027-05-01,20,目標達成
AS0486,P010,PJ082,品質管理,2026-09-25,2027-05-01,20,高評価
AS0487,P055,PJ082,アーキテクト,2026-09-25,2027-05-01,20,目標達成
AS0488,P092,PJ082,業務コンサルタント,2026-09-25,2027-05-01,50,高評価
AS0489,P084,PJ082,インフラエンジニア,2026-09-25,2027-05-01,50,目標達成
AS0490,P149,PJ082,アプリ開発,2026-09-25,2027-05-01,80,課題あり
AS0491,P029,PJ080,インフラエンジニア,2026-10-03,2027-07-22,50,目標達成
AS0492,P082,PJ080,アーキテクト,2026-10-03,2027-07-22,20,目標達成
AS0493,P090,PJ080,業務コンサルタント,2026-10-03,2027-07-22,30,課題あり
AS0494,P195,PJ080,品質管理,2026-10-03,2027-07-22,20,課題あり
AS0495,P020,PJ080,PM,2026-10-03,2027-07-22,30,目標達成
AS0496,P177,PJ088,PM,2026-10-10,2027-08-10,50,高評価
AS0497,P104,PJ088,AIエンジニア,2026-10-10,2027-08-10,80,目標達成
AS0498,P168,PJ088,品質管理,2026-10-10,2027-08-10,30,課題あり
AS0499,P088,PJ088,アーキテクト,2026-10-10,2027-08-10,30,目標達成
AS0500,P011,PJ089,データエンジニア,2026-10-23,2027-03-28,80,目標達成
AS0501,P200,PJ089,インフラエンジニア,2026-10-23,2027-03-28,30,高評価
AS0502,P179,PJ089,PM,2026-10-23,2027-03-28,50,目標達成
AS0503,P139,PJ085,AIエンジニア,2026-10-25,2027-09-20,80,高評価
AS0504,P103,PJ085,アーキテクト,2026-10-25,2027-09-20,20,目標達成
AS0505,P059,PJ085,インフラエンジニア,2026-10-25,2027-09-20,20,課題あり
AS0506,P132,PJ085,PM,2026-10-25,2027-09-20,50,高評価
AS0507,P156,PJ090,アーキテクト,2026-11-02,2027-06-23,20,高評価
AS0508,P087,PJ090,PM,2026-11-02,2027-06-23,20,目標達成
AS0509,P129,PJ090,業務コンサルタント,2026-11-02,2027-06-23,20,課題あり
AS0510,P109,PJ090,インフラエンジニア,2026-11-02,2027-06-23,30,課題あり
AS0511,P131,PJ079,AIエンジニア,2026-11-04,2027-11-22,80,目標達成
AS0512,P048,PJ079,業務コンサルタント,2026-11-04,2027-11-22,30,目標達成
AS0513,P151,PJ079,インフラエンジニア,2026-11-04,2027-11-22,50,目標達成
AS0514,P107,PJ079,PM,2026-11-04,2027-11-22,50,高評価
AS0515,P035,PJ079,アーキテクト,2026-11-04,2027-11-22,20,高評価
AS0516,P130,PJ079,品質管理,2026-11-04,2027-11-22,20,目標達成
AS0517,P013,PJ093,AIエンジニア,2026-11-12,2027-11-01,80,課題あり
AS0518,P054,PJ093,インフラエンジニア,2026-11-12,2027-11-01,30,目標達成
AS0519,P018,PJ093,品質管理,2026-11-12,2027-11-01,50,目標達成
AS0520,P078,PJ093,PM,2026-11-12,2027-11-01,50,目標達成
