KnowledgeId,ProjectId,KnowledgeType,Title,Summary,Tags,AuthorPersonId,RegisteredDate,ReuseValue
KN0112,PJ033,BestPractice,[経営KPIの可視化基盤構築] 展開フェーズでは、部門の業務に合わせたガイドを個別に用意するとよい,展開フェーズでは、部門の業務に合わせたガイドを個別に用意するとよい,"生成AI,展開,定着",P173,2025-05-06,中
KN0113,PJ034,BestPractice,[データ利活用ポリシーの策定支援] 生成AIの品質は主観に流れやすいため、評価基準を文書で握っておく,生成AIの品質は主観に流れやすいため、評価基準を文書で握っておく,"生成AI,受入,品質",P147,2024-10-04,高
KN0114,PJ034,Issue,[データ利活用ポリシーの策定支援] レイクハウスのアクセス制御を後から設計したため、環境の再構築が必要になった,レイクハウスのアクセス制御を後から設計したため、環境の再構築が必要になった,"セキュリティ,Fabric,権限",P124,2024-08-19,中
KN0115,PJ034,LessonsLearned,[データ利活用ポリシーの策定支援] データの持ち主が部門をまたいでおり、合意を取るまでに想定外の時間がかかった,データの持ち主が部門をまたいでおり、合意を取るまでに想定外の時間がかかった,"ガバナンス,合意形成",P156,2024-09-16,高
KN0116,PJ034,LessonsLearned,[データ利活用ポリシーの策定支援] 現場用語の辞書整備が後手に回り、ナレッジ検索の精度が目標に届かなかった,現場用語の辞書整備が後手に回り、ナレッジ検索の精度が目標に届かなかった,"生成AI,製造,用語",P125,2024-10-03,高
KN0117,PJ035,LessonsLearned,[個人情報の取り扱い基準整備] PoCで許容していたデータ欠損が本番では通らず、要件の再定義が発生した,PoCで許容していたデータ欠損が本番では通らず、要件の再定義が発生した,"データ品質,PoC,移行",P065,2025-05-08,高
KN0118,PJ035,BestPractice,[個人情報の取り扱い基準整備] 受入条件に出力評価の基準を明記しておくと、検収時の議論が短くなる,受入条件に出力評価の基準を明記しておくと、検収時の議論が短くなる,"生成AI,受入,品質",P169,2025-06-27,高
KN0119,PJ035,LessonsLearned,[個人情報の取り扱い基準整備] 略語や社内用語の揺れを吸収できず、検索が期待したとおりに当たらなかった,略語や社内用語の揺れを吸収できず、検索が期待したとおりに当たらなかった,"生成AI,製造,用語",P169,2025-05-20,低
KN0120,PJ035,LessonsLearned,[個人情報の取り扱い基準整備] データオーナーとの調整が想定以上に長引き、スケジュールを圧迫した,データオーナーとの調整が想定以上に長引き、スケジュールを圧迫した,"ガバナンス,合意形成",P051,2025-05-27,高
KN0121,PJ035,BestPractice,[個人情報の取り扱い基準整備] ワークスペースはドメイン単位で分け、容量の監視は導入初期から仕込んでおくとよい,ワークスペースはドメイン単位で分け、容量の監視は導入初期から仕込んでおくとよい,"Fabric,運用,容量",P113,2025-05-16,低
KN0122,PJ036,LessonsLearned,[DX推進ロードマップの策定] 現場用語の定義が曖昧なまま開発に入り、精度改善に想定外の工数がかかった,現場用語の定義が曖昧なまま開発に入り、精度改善に想定外の工数がかかった,"生成AI,製造,用語",P152,2024-06-14,中
KN0123,PJ036,LessonsLearned,[DX推進ロードマップの策定] PoCから本番移行時にデータ品質要件を再定義する必要があった,PoCから本番移行時にデータ品質要件を再定義する必要があった,"データ品質,PoC,移行",P173,2024-06-19,低
KN0124,PJ036,BestPractice,[DX推進ロードマップの策定] 全社共通のルールだけでは使われず、部門別の手引きを添えて定着した,全社共通のルールだけでは使われず、部門別の手引きを添えて定着した,"生成AI,展開,定着",P136,2024-06-27,高
KN0125,PJ036,BestPractice,[DX推進ロードマップの策定] 受入条件に出力評価の基準を明記しておくと、検収時の議論が短くなる,受入条件に出力評価の基準を明記しておくと、検収時の議論が短くなる,"生成AI,受入,品質",P136,2024-08-02,中
KN0126,PJ036,BestPractice,[DX推進ロードマップの策定] RAG構成では前処理とチャンク設計の検証を要件定義段階で実施すると手戻りが減る,RAG構成では前処理とチャンク設計の検証を要件定義段階で実施すると手戻りが減る,"RAG,生成AI,設計",P173,2024-06-29,中
KN0127,PJ037,Issue,[業務プロセス再設計の支援] レイクハウスの権限設計を後追いで実施し、検証環境の再構築が発生した,レイクハウスの権限設計を後追いで実施し、検証環境の再構築が発生した,"セキュリティ,Fabric,権限",P188,2024-11-02,高
KN0128,PJ037,BestPractice,[業務プロセス再設計の支援] 利用ガイドラインを部門ごとに用意したほうが、現場での定着は早い,利用ガイドラインを部門ごとに用意したほうが、現場での定着は早い,"生成AI,展開,定着",P145,2024-11-18,高
KN0129,PJ037,BestPractice,[業務プロセス再設計の支援] ワークスペースはドメイン単位で分け、容量の監視は導入初期から仕込んでおくとよい,ワークスペースはドメイン単位で分け、容量の監視は導入初期から仕込んでおくとよい,"Fabric,運用,容量",P127,2024-11-03,中
KN0130,PJ037,BestPractice,[業務プロセス再設計の支援] 需要予測モデルは業務KPIと接続した評価指標を定義してから開発に着手する,需要予測モデルは業務KPIと接続した評価指標を定義してから開発に着手する,"機械学習,KPI,需要予測",P188,2024-12-07,高
KN0131,PJ038,BestPractice,[生産管理システムの刷新構想策定] 生成AIの品質は主観に流れやすいため、評価基準を文書で握っておく,生成AIの品質は主観に流れやすいため、評価基準を文書で握っておく,"生成AI,受入,品質",P017,2024-09-30,高
KN0132,PJ038,BestPractice,[生産管理システムの刷新構想策定] 利用ガイドラインを部門ごとに用意したほうが、現場での定着は早い,利用ガイドラインを部門ごとに用意したほうが、現場での定着は早い,"生成AI,展開,定着",P190,2024-08-29,中
KN0133,PJ038,Issue,[生産管理システムの刷新構想策定] 既存基幹システムのIF仕様が最新化されておらず、結合テストで不具合が集中した,既存基幹システムのIF仕様が最新化されておらず、結合テストで不具合が集中した,"基幹,IF,テスト",P060,2024-12-11,中
KN0134,PJ038,Issue,[生産管理システムの刷新構想策定] 権限まわりの設計が遅れ、検証環境をゼロから組み直す事態を招いた,権限まわりの設計が遅れ、検証環境をゼロから組み直す事態を招いた,"セキュリティ,Fabric,権限",P060,2024-10-28,低
KN0135,PJ039,LessonsLearned,[販売管理システムのリプレース] PoCから本番移行時にデータ品質要件を再定義する必要があった,PoCから本番移行時にデータ品質要件を再定義する必要があった,"データ品質,PoC,移行",P167,2025-08-04,中
KN0136,PJ039,Issue,[販売管理システムのリプレース] 既存基幹システムのIF仕様が最新化されておらず、結合テストで不具合が集中した,既存基幹システムのIF仕様が最新化されておらず、結合テストで不具合が集中した,"基幹,IF,テスト",P035,2025-06-16,高
KN0137,PJ040,BestPractice,[生成AIによる技能継承ナレッジ検索基盤構築] 利用ガイドラインを部門ごとに用意したほうが、現場での定着は早い,利用ガイドラインを部門ごとに用意したほうが、現場での定着は早い,"生成AI,展開,定着",P090,2026-05-25,低
KN0138,PJ040,BestPractice,[生成AIによる技能継承ナレッジ検索基盤構築] 出力の良し悪しを判断する基準を顧客と合意し、受入条件に落としておく,出力の良し悪しを判断する基準を顧客と合意し、受入条件に落としておく,"生成AI,受入,品質",P006,2026-06-20,高
KN0139,PJ040,LessonsLearned,[生成AIによる技能継承ナレッジ検索基盤構築] データオーナーとの調整が想定以上に長引き、スケジュールを圧迫した,データオーナーとの調整が想定以上に長引き、スケジュールを圧迫した,"ガバナンス,合意形成",P090,2026-07-04,中
KN0140,PJ041,BestPractice,[Microsoft Fabricによる全社データ基盤構築] 全社共通のルールだけでは使われず、部門別の手引きを添えて定着した,全社共通のルールだけでは使われず、部門別の手引きを添えて定着した,"生成AI,展開,定着",P007,2026-07-20,高
KN0141,PJ041,BestPractice,[Microsoft Fabricによる全社データ基盤構築] RAGの前処理とチャンク設計は、要件定義の段階で検証しておくと後の手戻りが少ない,RAGの前処理とチャンク設計は、要件定義の段階で検証しておくと後の手戻りが少ない,"RAG,生成AI,設計",P175,2026-08-02,高
KN0142,PJ041,LessonsLearned,[Microsoft Fabricによる全社データ基盤構築] 顧客側の合意形成にかかる期間を、当初の見積りの2倍で見ておくべきだった,顧客側の合意形成にかかる期間を、当初の見積りの2倍で見ておくべきだった,"ガバナンス,合意形成",P029,2026-06-29,高
KN0143,PJ042,LessonsLearned,[Databricksによる需要予測モデル開発] PoCから本番移行時にデータ品質要件を再定義する必要があった,PoCから本番移行時にデータ品質要件を再定義する必要があった,"データ品質,PoC,移行",P174,2026-05-20,中
KN0144,PJ042,Issue,[Databricksによる需要予測モデル開発] 基幹側のインターフェース仕様書が古いままで、結合テストで問題が続出した,基幹側のインターフェース仕様書が古いままで、結合テストで問題が続出した,"基幹,IF,テスト",P051,2026-05-24,高
KN0145,PJ042,BestPractice,[Databricksによる需要予測モデル開発] 全社共通のルールだけでは使われず、部門別の手引きを添えて定着した,全社共通のルールだけでは使われず、部門別の手引きを添えて定着した,"生成AI,展開,定着",P051,2026-07-14,高
KN0146,PJ042,Issue,[Databricksによる需要予測モデル開発] レイクハウスのアクセス制御を後から設計したため、環境の再構築が必要になった,レイクハウスのアクセス制御を後から設計したため、環境の再構築が必要になった,"セキュリティ,Fabric,権限",P050,2026-06-24,高
KN0147,PJ043,BestPractice,[生成AI活用による問い合わせ対応自動化] RAGの前処理とチャンク設計は、要件定義の段階で検証しておくと後の手戻りが少ない,RAGの前処理とチャンク設計は、要件定義の段階で検証しておくと後の手戻りが少ない,"RAG,生成AI,設計",P057,2026-07-01,中
KN0148,PJ043,LessonsLearned,[生成AI活用による問い合わせ対応自動化] PoCで許容していたデータ欠損が本番では通らず、要件の再定義が発生した,PoCで許容していたデータ欠損が本番では通らず、要件の再定義が発生した,"データ品質,PoC,移行",P060,2026-06-30,高
KN0149,PJ043,Issue,[生成AI活用による問い合わせ対応自動化] レイクハウスの権限設計を後追いで実施し、検証環境の再構築が発生した,レイクハウスの権限設計を後追いで実施し、検証環境の再構築が発生した,"セキュリティ,Fabric,権限",P197,2026-06-09,低
KN0150,PJ043,LessonsLearned,[生成AI活用による問い合わせ対応自動化] 略語や社内用語の揺れを吸収できず、検索が期待したとおりに当たらなかった,略語や社内用語の揺れを吸収できず、検索が期待したとおりに当たらなかった,"生成AI,製造,用語",P197,2026-04-25,低
KN0151,PJ043,LessonsLearned,[生成AI活用による問い合わせ対応自動化] データの持ち主が部門をまたいでおり、合意を取るまでに想定外の時間がかかった,データの持ち主が部門をまたいでおり、合意を取るまでに想定外の時間がかかった,"ガバナンス,合意形成",P057,2026-06-05,中
KN0152,PJ044,BestPractice,[基幹システムのクラウドリフト] 生成AIの品質は主観に流れやすいため、評価基準を文書で握っておく,生成AIの品質は主観に流れやすいため、評価基準を文書で握っておく,"生成AI,受入,品質",P128,2026-07-19,高
KN0153,PJ044,LessonsLearned,[基幹システムのクラウドリフト] データの持ち主が部門をまたいでおり、合意を取るまでに想定外の時間がかかった,データの持ち主が部門をまたいでおり、合意を取るまでに想定外の時間がかかった,"ガバナンス,合意形成",P043,2026-06-20,低
KN0154,PJ044,BestPractice,[基幹システムのクラウドリフト] 利用ガイドラインを部門ごとに用意したほうが、現場での定着は早い,利用ガイドラインを部門ごとに用意したほうが、現場での定着は早い,"生成AI,展開,定着",P115,2026-07-10,低
KN0155,PJ044,LessonsLearned,[基幹システムのクラウドリフト] PoCの段階では見えなかったデータ品質の問題が、本番移行時に噴出した,PoCの段階では見えなかったデータ品質の問題が、本番移行時に噴出した,"データ品質,PoC,移行",P009,2026-02-10,高
KN0156,PJ044,BestPractice,[基幹システムのクラウドリフト] 需要予測では、何をもって成功とするかを業務側の指標で先に合意しておく,需要予測では、何をもって成功とするかを業務側の指標で先に合意しておく,"機械学習,KPI,需要予測",P115,2026-05-13,高
KN0157,PJ045,LessonsLearned,[Power BIによる経営ダッシュボード整備] PoCの段階では見えなかったデータ品質の問題が、本番移行時に噴出した,PoCの段階では見えなかったデータ品質の問題が、本番移行時に噴出した,"データ品質,PoC,移行",P198,2026-06-29,高
KN0158,PJ045,LessonsLearned,[Power BIによる経営ダッシュボード整備] 顧客側データオーナーの合意形成に想定の2倍の期間を要した,顧客側データオーナーの合意形成に想定の2倍の期間を要した,"ガバナンス,合意形成",P173,2026-05-08,低
KN0159,PJ045,BestPractice,[Power BIによる経営ダッシュボード整備] 生成AIの品質は主観に流れやすいため、評価基準を文書で握っておく,生成AIの品質は主観に流れやすいため、評価基準を文書で握っておく,"生成AI,受入,品質",P173,2026-05-30,低
KN0160,PJ045,BestPractice,[Power BIによる経営ダッシュボード整備] 需要予測では、何をもって成功とするかを業務側の指標で先に合意しておく,需要予測では、何をもって成功とするかを業務側の指標で先に合意しておく,"機械学習,KPI,需要予測",P173,2026-06-06,高
KN0161,PJ046,BestPractice,[設備保全予知モデルのPoC] 受入条件に出力評価の基準を明記しておくと、検収時の議論が短くなる,受入条件に出力評価の基準を明記しておくと、検収時の議論が短くなる,"生成AI,受入,品質",P180,2026-07-31,高
KN0162,PJ046,BestPractice,[設備保全予知モデルのPoC] RAGの前処理とチャンク設計は、要件定義の段階で検証しておくと後の手戻りが少ない,RAGの前処理とチャンク設計は、要件定義の段階で検証しておくと後の手戻りが少ない,"RAG,生成AI,設計",P175,2026-05-06,中
KN0163,PJ046,LessonsLearned,[設備保全予知モデルのPoC] データオーナーとの調整が想定以上に長引き、スケジュールを圧迫した,データオーナーとの調整が想定以上に長引き、スケジュールを圧迫した,"ガバナンス,合意形成",P180,2026-06-05,高
KN0164,PJ046,Issue,[設備保全予知モデルのPoC] 権限設計を後回しにした結果、検証環境を作り直すことになった,権限設計を後回しにした結果、検証環境を作り直すことになった,"セキュリティ,Fabric,権限",P180,2026-07-18,低
KN0165,PJ047,BestPractice,[SCM可視化基盤の刷新] 受入条件に出力評価の基準を明記しておくと、検収時の議論が短くなる,受入条件に出力評価の基準を明記しておくと、検収時の議論が短くなる,"生成AI,受入,品質",P070,2026-06-06,高
KN0166,PJ047,Issue,[SCM可視化基盤の刷新] 基幹側のインターフェース仕様書が古いままで、結合テストで問題が続出した,基幹側のインターフェース仕様書が古いままで、結合テストで問題が続出した,"基幹,IF,テスト",P070,2026-06-08,中
KN0167,PJ047,LessonsLearned,[SCM可視化基盤の刷新] データの持ち主が部門をまたいでおり、合意を取るまでに想定外の時間がかかった,データの持ち主が部門をまたいでおり、合意を取るまでに想定外の時間がかかった,"ガバナンス,合意形成",P097,2026-05-21,中
KN0168,PJ047,BestPractice,[SCM可視化基盤の刷新] RAGの前処理とチャンク設計は、要件定義の段階で検証しておくと後の手戻りが少ない,RAGの前処理とチャンク設計は、要件定義の段階で検証しておくと後の手戻りが少ない,"RAG,生成AI,設計",P079,2026-07-22,高
KN0169,PJ048,BestPractice,[勘定系周辺システムのモダナイゼーション] 需要予測モデルは業務KPIと接続した評価指標を定義してから開発に着手する,需要予測モデルは業務KPIと接続した評価指標を定義してから開発に着手する,"機械学習,KPI,需要予測",P159,2026-03-06,高
KN0170,PJ048,LessonsLearned,[勘定系周辺システムのモダナイゼーション] PoCの段階では見えなかったデータ品質の問題が、本番移行時に噴出した,PoCの段階では見えなかったデータ品質の問題が、本番移行時に噴出した,"データ品質,PoC,移行",P170,2026-04-17,高
KN0171,PJ048,BestPractice,[勘定系周辺システムのモダナイゼーション] ドメインごとにワークスペースを分離しておくと、容量の管理が現実的になる,ドメインごとにワークスペースを分離しておくと、容量の管理が現実的になる,"Fabric,運用,容量",P045,2026-03-28,低
KN0172,PJ048,BestPractice,[勘定系周辺システムのモダナイゼーション] 受入条件に出力評価の基準を明記しておくと、検収時の議論が短くなる,受入条件に出力評価の基準を明記しておくと、検収時の議論が短くなる,"生成AI,受入,品質",P045,2026-05-27,低
KN0173,PJ048,BestPractice,[勘定系周辺システムのモダナイゼーション] RAGの前処理とチャンク設計は、要件定義の段階で検証しておくと後の手戻りが少ない,RAGの前処理とチャンク設計は、要件定義の段階で検証しておくと後の手戻りが少ない,"RAG,生成AI,設計",P136,2026-06-11,高
KN0174,PJ049,BestPractice,[データガバナンス整備とPurview導入] 全社共通のルールだけでは使われず、部門別の手引きを添えて定着した,全社共通のルールだけでは使われず、部門別の手引きを添えて定着した,"生成AI,展開,定着",P196,2026-07-10,高
KN0175,PJ049,Issue,[データガバナンス整備とPurview導入] レイクハウスの権限設計を後追いで実施し、検証環境の再構築が発生した,レイクハウスの権限設計を後追いで実施し、検証環境の再構築が発生した,"セキュリティ,Fabric,権限",P196,2026-08-01,低
KN0176,PJ049,LessonsLearned,[データガバナンス整備とPurview導入] PoCの段階では見えなかったデータ品質の問題が、本番移行時に噴出した,PoCの段階では見えなかったデータ品質の問題が、本番移行時に噴出した,"データ品質,PoC,移行",P065,2026-07-30,高
KN0177,PJ049,LessonsLearned,[データガバナンス整備とPurview導入] 現場用語の辞書整備が後手に回り、ナレッジ検索の精度が目標に届かなかった,現場用語の辞書整備が後手に回り、ナレッジ検索の精度が目標に届かなかった,"生成AI,製造,用語",P065,2026-07-16,高
KN0178,PJ049,Issue,[データガバナンス整備とPurview導入] 基幹側のインターフェース仕様書が古いままで、結合テストで問題が続出した,基幹側のインターフェース仕様書が古いままで、結合テストで問題が続出した,"基幹,IF,テスト",P065,2026-07-22,高
KN0179,PJ050,Issue,[生成AIによる査定業務支援システム] 既存基幹システムのIF仕様が最新化されておらず、結合テストで不具合が集中した,既存基幹システムのIF仕様が最新化されておらず、結合テストで不具合が集中した,"基幹,IF,テスト",P085,2026-06-11,中
KN0180,PJ050,LessonsLearned,[生成AIによる査定業務支援システム] データの持ち主が部門をまたいでおり、合意を取るまでに想定外の時間がかかった,データの持ち主が部門をまたいでおり、合意を取るまでに想定外の時間がかかった,"ガバナンス,合意形成",P032,2026-06-25,高
KN0181,PJ051,LessonsLearned,[住民向けチャットボット構築] 用語辞書の整備を軽く見積もったため、検証フェーズで精度が伸び悩んだ,用語辞書の整備を軽く見積もったため、検証フェーズで精度が伸び悩んだ,"生成AI,製造,用語",P009,2026-08-03,高
KN0182,PJ051,BestPractice,[住民向けチャットボット構築] 全社展開フェーズでは部門ごとに利用ガイドラインを分けると定着が早い,全社展開フェーズでは部門ごとに利用ガイドラインを分けると定着が早い,"生成AI,展開,定着",P009,2026-07-31,高
KN0183,PJ051,LessonsLearned,[住民向けチャットボット構築] 顧客側の合意形成にかかる期間を、当初の見積りの2倍で見ておくべきだった,顧客側の合意形成にかかる期間を、当初の見積りの2倍で見ておくべきだった,"ガバナンス,合意形成",P024,2026-07-06,高
KN0184,PJ051,BestPractice,[住民向けチャットボット構築] Fabric導入時はドメイン単位でワークスペースを分割し、容量監視を初期から組み込む,Fabric導入時はドメイン単位でワークスペースを分割し、容量監視を初期から組み込む,"Fabric,運用,容量",P051,2026-07-21,高
KN0185,PJ052,Issue,[配車計画最適化ソリューション導入] 既存システムの連携仕様が更新されておらず、テスト工程で手戻りが集中した,既存システムの連携仕様が更新されておらず、テスト工程で手戻りが集中した,"基幹,IF,テスト",P037,2026-05-12,高
KN0186,PJ052,BestPractice,[配車計画最適化ソリューション導入] 全社共通のルールだけでは使われず、部門別の手引きを添えて定着した,全社共通のルールだけでは使われず、部門別の手引きを添えて定着した,"生成AI,展開,定着",P073,2026-06-22,中
KN0187,PJ052,Issue,[配車計画最適化ソリューション導入] レイクハウスのアクセス制御を後から設計したため、環境の再構築が必要になった,レイクハウスのアクセス制御を後から設計したため、環境の再構築が必要になった,"セキュリティ,Fabric,権限",P182,2026-07-10,低
KN0188,PJ052,BestPractice,[配車計画最適化ソリューション導入] チャンク設計の妥当性を早期に検証することが、RAG案件の手戻り防止につながる,チャンク設計の妥当性を早期に検証することが、RAG案件の手戻り防止につながる,"RAG,生成AI,設計",P072,2026-04-22,高
KN0189,PJ052,BestPractice,[配車計画最適化ソリューション導入] 需要予測モデルは業務KPIと接続した評価指標を定義してから開発に着手する,需要予測モデルは業務KPIと接続した評価指標を定義してから開発に着手する,"機械学習,KPI,需要予測",P101,2026-05-18,高
KN0190,PJ053,Issue,[研究データ統合分析基盤の構築] レイクハウスのアクセス制御を後から設計したため、環境の再構築が必要になった,レイクハウスのアクセス制御を後から設計したため、環境の再構築が必要になった,"セキュリティ,Fabric,権限",P025,2026-03-29,低
KN0191,PJ053,BestPractice,[研究データ統合分析基盤の構築] 生成AIの品質は主観に流れやすいため、評価基準を文書で握っておく,生成AIの品質は主観に流れやすいため、評価基準を文書で握っておく,"生成AI,受入,品質",P027,2026-04-13,中
KN0192,PJ054,Issue,[店舗オペレーション標準化支援] 基幹側のインターフェース仕様書が古いままで、結合テストで問題が続出した,基幹側のインターフェース仕様書が古いままで、結合テストで問題が続出した,"基幹,IF,テスト",P042,2026-05-05,高
KN0193,PJ054,LessonsLearned,[店舗オペレーション標準化支援] 現場用語の辞書整備が後手に回り、ナレッジ検索の精度が目標に届かなかった,現場用語の辞書整備が後手に回り、ナレッジ検索の精度が目標に届かなかった,"生成AI,製造,用語",P042,2026-02-05,低
KN0194,PJ055,LessonsLearned,[品質データ分析基盤のPoC] データオーナーとの調整が想定以上に長引き、スケジュールを圧迫した,データオーナーとの調整が想定以上に長引き、スケジュールを圧迫した,"ガバナンス,合意形成",P115,2026-08-04,高
KN0195,PJ055,BestPractice,[品質データ分析基盤のPoC] チャンク設計の妥当性を早期に検証することが、RAG案件の手戻り防止につながる,チャンク設計の妥当性を早期に検証することが、RAG案件の手戻り防止につながる,"RAG,生成AI,設計",P140,2026-07-06,中
KN0196,PJ055,Issue,[品質データ分析基盤のPoC] レイクハウスの権限設計を後追いで実施し、検証環境の再構築が発生した,レイクハウスの権限設計を後追いで実施し、検証環境の再構築が発生した,"セキュリティ,Fabric,権限",P085,2026-07-09,高
KN0197,PJ055,Issue,[品質データ分析基盤のPoC] 既存基幹システムのIF仕様が最新化されておらず、結合テストで不具合が集中した,既存基幹システムのIF仕様が最新化されておらず、結合テストで不具合が集中した,"基幹,IF,テスト",P115,2026-07-28,低
KN0198,PJ056,LessonsLearned,[エネルギー設備投資シミュレーション基盤] 現場用語の辞書整備が後手に回り、ナレッジ検索の精度が目標に届かなかった,現場用語の辞書整備が後手に回り、ナレッジ検索の精度が目標に届かなかった,"生成AI,製造,用語",P123,2026-06-04,高
KN0199,PJ056,Issue,[エネルギー設備投資シミュレーション基盤] IF仕様と実装の乖離に気づくのが遅れ、結合テストの工数が膨らんだ,IF仕様と実装の乖離に気づくのが遅れ、結合テストの工数が膨らんだ,"基幹,IF,テスト",P117,2026-01-30,低
KN0200,PJ056,BestPractice,[エネルギー設備投資シミュレーション基盤] モデルの評価指標は、業務KPIと結びつけた形で先に決めておく,モデルの評価指標は、業務KPIと結びつけた形で先に決めておく,"機械学習,KPI,需要予測",P117,2026-02-07,低
KN0201,PJ056,BestPractice,[エネルギー設備投資シミュレーション基盤] 生成AIの品質は主観に流れやすいため、評価基準を文書で握っておく,生成AIの品質は主観に流れやすいため、評価基準を文書で握っておく,"生成AI,受入,品質",P123,2026-05-24,中
KN0202,PJ057,BestPractice,[生産管理システム再構築] チャンク設計の妥当性を早期に検証することが、RAG案件の手戻り防止につながる,チャンク設計の妥当性を早期に検証することが、RAG案件の手戻り防止につながる,"RAG,生成AI,設計",P059,2026-07-19,低
KN0203,PJ057,BestPractice,[生産管理システム再構築] Fabric導入時はドメイン単位でワークスペースを分割し、容量監視を初期から組み込む,Fabric導入時はドメイン単位でワークスペースを分割し、容量監視を初期から組み込む,"Fabric,運用,容量",P052,2026-07-18,低
KN0204,PJ057,Issue,[生産管理システム再構築] 権限設計を後回しにした結果、検証環境を作り直すことになった,権限設計を後回しにした結果、検証環境を作り直すことになった,"セキュリティ,Fabric,権限",P052,2026-04-13,高
KN0205,PJ057,BestPractice,[生産管理システム再構築] 利用ガイドラインを部門ごとに用意したほうが、現場での定着は早い,利用ガイドラインを部門ごとに用意したほうが、現場での定着は早い,"生成AI,展開,定着",P041,2026-04-28,高
KN0206,PJ057,BestPractice,[生産管理システム再構築] 出力の良し悪しを判断する基準を顧客と合意し、受入条件に落としておく,出力の良し悪しを判断する基準を顧客と合意し、受入条件に落としておく,"生成AI,受入,品質",P052,2026-06-11,高
KN0207,PJ058,BestPractice,[Copilot活用による営業提案高度化] RAGの前処理とチャンク設計は、要件定義の段階で検証しておくと後の手戻りが少ない,RAGの前処理とチャンク設計は、要件定義の段階で検証しておくと後の手戻りが少ない,"RAG,生成AI,設計",P001,2026-07-14,低
KN0208,PJ058,BestPractice,[Copilot活用による営業提案高度化] 全社共通のルールだけでは使われず、部門別の手引きを添えて定着した,全社共通のルールだけでは使われず、部門別の手引きを添えて定着した,"生成AI,展開,定着",P122,2026-06-28,低
KN0209,PJ058,LessonsLearned,[Copilot活用による営業提案高度化] 現場用語の辞書整備が後手に回り、ナレッジ検索の精度が目標に届かなかった,現場用語の辞書整備が後手に回り、ナレッジ検索の精度が目標に届かなかった,"生成AI,製造,用語",P084,2026-08-03,高
KN0210,PJ058,BestPractice,[Copilot活用による営業提案高度化] Fabricの容量は後から効いてくるため、監視の仕組みを最初に用意しておく,Fabricの容量は後から効いてくるため、監視の仕組みを最初に用意しておく,"Fabric,運用,容量",P122,2026-08-04,高
KN0211,PJ058,LessonsLearned,[Copilot活用による営業提案高度化] PoCの段階では見えなかったデータ品質の問題が、本番移行時に噴出した,PoCの段階では見えなかったデータ品質の問題が、本番移行時に噴出した,"データ品質,PoC,移行",P100,2026-06-26,低
KN0212,PJ059,BestPractice,[サプライチェーンリスク分析基盤] 生成AI案件では出力評価の基準表を顧客と合意し、受入条件に明記する,生成AI案件では出力評価の基準表を顧客と合意し、受入条件に明記する,"生成AI,受入,品質",P002,2026-06-16,中
KN0213,PJ059,BestPractice,[サプライチェーンリスク分析基盤] 全社展開フェーズでは部門ごとに利用ガイドラインを分けると定着が早い,全社展開フェーズでは部門ごとに利用ガイドラインを分けると定着が早い,"生成AI,展開,定着",P002,2026-05-04,高
KN0214,PJ059,Issue,[サプライチェーンリスク分析基盤] レイクハウスのアクセス制御を後から設計したため、環境の再構築が必要になった,レイクハウスのアクセス制御を後から設計したため、環境の再構築が必要になった,"セキュリティ,Fabric,権限",P137,2026-08-01,高
KN0215,PJ060,Issue,[生成AIプラットフォーム全社展開支援] 既存システムの連携仕様が更新されておらず、テスト工程で手戻りが集中した,既存システムの連携仕様が更新されておらず、テスト工程で手戻りが集中した,"基幹,IF,テスト",P190,2026-06-15,高
KN0216,PJ060,BestPractice,[生成AIプラットフォーム全社展開支援] RAG案件では、前処理方式の検証を設計より前に置くほうが結果的に早い,RAG案件では、前処理方式の検証を設計より前に置くほうが結果的に早い,"RAG,生成AI,設計",P103,2026-06-29,高
KN0217,PJ060,BestPractice,[生成AIプラットフォーム全社展開支援] Fabricの容量は後から効いてくるため、監視の仕組みを最初に用意しておく,Fabricの容量は後から効いてくるため、監視の仕組みを最初に用意しておく,"Fabric,運用,容量",P086,2026-05-09,高
KN0218,PJ061,BestPractice,[販売分析データマート再構築] 精度だけを追うのではなく、業務KPIに接続した指標を定義してから開発に入る,精度だけを追うのではなく、業務KPIに接続した指標を定義してから開発に入る,"機械学習,KPI,需要予測",P026,2026-06-17,高
KN0219,PJ061,BestPractice,[販売分析データマート再構築] ワークスペースはドメイン単位で分け、容量の監視は導入初期から仕込んでおくとよい,ワークスペースはドメイン単位で分け、容量の監視は導入初期から仕込んでおくとよい,"Fabric,運用,容量",P026,2026-05-28,高
KN0220,PJ061,LessonsLearned,[販売分析データマート再構築] PoCの段階では見えなかったデータ品質の問題が、本番移行時に噴出した,PoCの段階では見えなかったデータ品質の問題が、本番移行時に噴出した,"データ品質,PoC,移行",P026,2026-08-05,低
KN0221,PJ062,BestPractice,[生成AIによる設計レビュー支援] ドメインごとにワークスペースを分離しておくと、容量の管理が現実的になる,ドメインごとにワークスペースを分離しておくと、容量の管理が現実的になる,"Fabric,運用,容量",P032,2026-07-23,高
KN0222,PJ062,Issue,[生成AIによる設計レビュー支援] レイクハウスの権限設計を後追いで実施し、検証環境の再構築が発生した,レイクハウスの権限設計を後追いで実施し、検証環境の再構築が発生した,"セキュリティ,Fabric,権限",P032,2026-07-31,高
